bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Vert,Trail,2018,Kawasaki,,300,Oui,,9600,VERSYS 300 X,4490,1868708,2021-06-22 11:31:11.825748,motovente,motovente-1868708,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1868708.html,VERSYS 300 X,non,28-03-2018
Gris,Scooter,2021,Honda,,125,Oui,,1964,NSS FORZA 125,4489,1873382,2021-06-22 11:31:11.930635,motovente,motovente-1873382,http://motovente.com/scooter-occasion/annonce-scooter-honda-1873382.html,NSS FORZA 125,non,17-02-2021
Gris,Scooter,2016,Yamaha,,250,Oui,,2500,X-MAX,3790,1873436,2021-06-22 11:31:12.032787,motovente,motovente-1873436,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1873436.html,X-MAX 250,non,01-05-2016
Orange,Roadster,2015,KTM,,1290,,,35000,SUPERDUKE R 1290,10500,1874321,2021-06-22 11:31:12.139473,motovente,motovente-1874321,http://motovente.com/moto-occasion/annonce-moto-ktm-1874321.html,SUPERDUKE R 1290,non,29-04-2015
Gris,Routière,2015,Yamaha,,1300,,,21147,FJR 1300A,10890,1874495,2021-06-22 11:31:12.245967,motovente,motovente-1874495,http://motovente.com/moto-occasion/annonce-moto-yamaha-1874495.html,FJR 1300A,non,16-09-2015
Noir,Sportive,2019,Kawasaki,,600,,,9586,ZX-6R 636,9900,1874122,2021-06-22 11:31:12.358352,motovente,motovente-1874122,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1874122.html,ZX-6R 636,non,11-04-2019
Vert,Trail,2020,Kawasaki,,1000,,,1900,VERSYS 1000,16990,1861125,2021-06-22 11:31:12.464258,motovente,motovente-1861125,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1861125.html,VERSYS 1000,non,20-02-2020
Argent,Roadster,2011,Suzuki,,1250,,,66550,GSF 1250 S BANDIT,3790,1867301,2021-06-22 11:31:12.571698,motovente,motovente-1867301,http://motovente.com/moto-occasion/annonce-moto-suzuki-1867301.html,GSF 1250 S BANDIT,non,16-09-2011
Argent,Routière,2018,Yamaha,,1300,Oui,,29000,FJR 1300 AS,13999,1857028,2021-06-22 11:31:12.671100,motovente,motovente-1857028,http://motovente.com/moto-occasion/annonce-moto-yamaha-1857028.html,FJR 1300 AS,non,19-04-2018
Noir,Scooter,2021,Honda,,750,Oui,,2650,NSS FORZA 750,10690,1874572,2021-06-22 11:31:12.771293,motovente,motovente-1874572,http://motovente.com/scooter-occasion/annonce-scooter-honda-1874572.html,NSS FORZA 750,non,22-01-2021
Argent,Roadster,1999,Suzuki,,600,,,27026,GSF 600 BANDIT,700,1872555,2021-06-22 11:31:12.872822,motovente,motovente-1872555,http://motovente.com/moto-occasion/annonce-moto-suzuki-1872555.html,GSF 600 BANDIT,non,03-06-1999
Gris,Trail,2009,BMW,Essence 4t,798,Oui,,5000,F 800,7500,1346831,2021-06-22 11:31:12.975749,motovente,motovente-1346831,http://motovente.com/moto-occasion/annonce-moto-bmw-1346831.html,GS,,10-09-2009
Bleu,Roadster,2009,Suzuki,,650,,,22111,GSF 650 S BANDIT ABS,3790,1873265,2021-06-22 11:31:13.077187,motovente,motovente-1873265,http://motovente.com/moto-occasion/annonce-moto-suzuki-1873265.html,GSF 650 S BANDIT ABS,non,27-10-2009
Argent,Scooter,2019,Kymco,,125,Oui,,5000,DOWNTOWN 125,3200,1847867,2021-06-22 11:31:13.184672,motovente,motovente-1847867,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1847867.html,DOWNTOWN 125,non,01-06-2019
Blanc,Roadster,2003,Honda,,1300,,,41207,CB 1300 S,4990,1870809,2021-06-22 11:31:13.285899,motovente,motovente-1870809,http://motovente.com/moto-occasion/annonce-moto-honda-1870809.html,CB 1300 S,non,10-07-2003
Rouge,Scooter,2019,Honda,,750,Oui,,15127,X-ADV,8990,1852171,2021-06-22 11:31:13.389959,motovente,motovente-1852171,http://motovente.com/scooter-occasion/annonce-scooter-honda-1852171.html,X-ADV,non,24-05-2019
Argent,Routière,2016,BMW,,1200,Oui,,42109,R 1200,13800,1868183,2021-06-22 11:31:13.495185,motovente,motovente-1868183,http://motovente.com/moto-occasion/annonce-moto-bmw-1868183.html,R 1200 RT,non,10-12-2016
Argent,Sportive,2019,KTM,,390,Oui,,6700,RC 390,4190,1840786,2021-06-22 11:31:13.608728,motovente,motovente-1840786,http://motovente.com/moto-occasion/annonce-moto-ktm-1840786.html,RC 390,non,23-04-2019
Argent,Scooter,2013,SYM,,50,,,13035,ORBIT,250,1870118,2021-06-22 11:31:13.716896,motovente,motovente-1870118,http://motovente.com/scooter-occasion/annonce-scooter-sym-1870118.html,ORBIT 50,non,19-11-2013
Bleu,Scooter,2006,Yamaha,,400,Oui,,41400,MAJESTY 400,2290,1829674,2021-06-22 11:31:13.819193,motovente,motovente-1829674,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1829674.html,MAJESTY 400,non,15-06-2006
Gris,Routière,2006,BMW,,1200,,,58000,R 1200,6690,1871278,2021-06-22 11:31:13.923543,motovente,motovente-1871278,http://motovente.com/moto-occasion/annonce-moto-bmw-1871278.html,R 1200 RT,non,31-07-2006
Rouge,Scooter,2019,Honda,,125,Oui,,1479,FORZA 125,4590,1864398,2021-06-22 11:31:14.028943,motovente,motovente-1864398,http://motovente.com/scooter-occasion/annonce-scooter-honda-1864398.html,FORZA 125,non,23-03-2019
Argent,Roadster,2000,Yamaha,,600,Oui,,32000,FZ1 FAZER,2990,1870980,2021-06-22 11:31:14.132889,motovente,motovente-1870980,http://motovente.com/moto-occasion/annonce-moto-yamaha-1870980.html,FZS FAZER,non,01-05-2000
Blanc,Trail,2019,Triumph,,1200,,,1984,TIGER 1200 ALPINE EDITION,16490,1873334,2021-06-22 11:31:14.237951,motovente,motovente-1873334,http://motovente.com/moto-occasion/annonce-moto-triumph-1873334.html,TIGER 1200 ALPINE EDITION,non,04-09-2019
Vert,Routière,1952,Benelli,,200,,,28097,Spring Lasting,4990,1873480,2021-06-22 11:31:14.339161,motovente,motovente-1873480,http://motovente.com/moto-occasion/annonce-moto-benelli-1873480.html,Spring Lasting,non,01-01-1952
Blanc,Roadster,2020,KTM,,390,Oui,,1001,390 DUKE ABS,5900,1873683,2021-06-22 11:31:14.441084,motovente,motovente-1873683,http://motovente.com/moto-occasion/annonce-moto-ktm-1873683.html,390 DUKE ABS,non,20-02-2021
Noir,Routière,2014,Harley-Davidson,,1690,,,33027,Road King,16990,1873137,2021-06-22 11:31:14.543423,motovente,motovente-1873137,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1873137.html,,non,28-12-2013
Bordeaux,Roadster,1996,Honda,,500,,,48197,CB,2390,1874194,2021-06-22 11:31:14.645829,motovente,motovente-1874194,http://motovente.com/moto-occasion/annonce-moto-honda-1874194.html,CB 500,non,17-05-1996
Gris,Roadster,2016,Yamaha,,1000,,,10896,MT-10,6590,1871904,2021-06-22 11:31:14.749436,motovente,motovente-1871904,http://motovente.com/moto-occasion/annonce-moto-yamaha-1871904.html,MT-10,non,28-07-2016
,Roadster,2015,Honda,,500,,,15000,CBF,1000,1834700,2021-06-22 11:31:14.852482,motovente,motovente-1834700,http://motovente.com/moto-occasion/annonce-moto-honda-1834700.html,CBF 500,non,23-04-2015
Rouge,Scooter,2017,Yamaha,,125,Oui,,2810,NMAX 125,2490,1874397,2021-06-22 11:31:14.957753,motovente,motovente-1874397,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1874397.html,NMAX 125,non,15-06-2017
Rouge,Roadster,2017,Triumph,,900,Oui,,27100,STREET TWIN 900,7500,1874423,2021-06-22 11:31:15.059223,motovente,motovente-1874423,http://motovente.com/moto-occasion/annonce-moto-triumph-1874423.html,STREET TWIN 900,non,10-08-2017
Blanc,Roadster,2019,KTM,,125,Oui,,4100,125 DUKE,4090,1872607,2021-06-22 11:31:15.165458,motovente,motovente-1872607,http://motovente.com/moto-occasion/annonce-moto-ktm-1872607.html,125 DUKE,non,24-07-2019
Argent,Roadster,2011,Honda,,1300,,,21100,CB 1300 S,6500,1874073,2021-06-22 11:31:15.266472,motovente,motovente-1874073,http://motovente.com/moto-occasion/annonce-moto-honda-1874073.html,CB 1300 S,non,07-12-2011
Blanc,Scooter,2012,Suzuki,,400,,,19563,BURGMAN,4250,1872257,2021-06-22 11:31:15.371973,motovente,motovente-1872257,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1872257.html,AN 400 BURGMAN,non,05-10-2012
Bleu,Roadster,2001,Suzuki,,600,,,26600,GSF 600 BANDIT,2990,1874270,2021-06-22 11:31:15.472557,motovente,motovente-1874270,http://motovente.com/moto-occasion/annonce-moto-suzuki-1874270.html,GSF 600 BANDIT,non,05-05-2001
Blanc,Sportive,2014,Honda,,1000,,,32789,CBR 1000 RR SP1,10490,1870867,2021-06-22 11:31:15.575492,motovente,motovente-1870867,http://motovente.com/moto-occasion/annonce-moto-honda-1870867.html,CBR 1000 RR SP1,non,30-09-2014
Rouge,Trail,2020,Honda,,1100,Oui,,650,AFRICA-TWIN,13799,1866487,2021-06-22 11:31:15.677608,motovente,motovente-1866487,http://motovente.com/moto-occasion/annonce-moto-honda-1866487.html,AFRICA-TWIN,non,31-12-2020
Gris,Routière,2018,KTM,,1290,,,10200,1290 SUPER ADVENTURE S,15290,1873764,2021-06-22 11:31:15.787154,motovente,motovente-1873764,http://motovente.com/moto-occasion/annonce-moto-ktm-1873764.html,1290 SUPER ADVENTURE S,non,01-02-2018
Orange,Roadster,2016,KTM,,1290,,,12000,SUPERDUKE R 1290,12990,1871646,2021-06-22 11:31:15.893271,motovente,motovente-1871646,http://motovente.com/moto-occasion/annonce-moto-ktm-1871646.html,SUPERDUKE R 1290,non,27-02-2016
Violet,Collection,1993,Kawasaki,Essence 4t,750,,,36000,ZX,5995,1872945,2021-06-22 11:31:15.999131,motovente,motovente-1872945,http://motovente.com/moto-collection/annonce-moto-kawasaki-1872945.html,ZXR 750 L,,14-04-1993
Bleu,Scooter,2017,BMW,,650,,,12000,C 650 GT,7490,1862582,2021-06-22 11:31:16.102278,motovente,motovente-1862582,http://motovente.com/scooter-occasion/annonce-scooter-bmw-1862582.html,C 650 GT,non,09-12-2017
Rouge,Trail,2016,Honda,,1000,,,34520,AFRICA-TWIN,8999,1870526,2021-06-22 11:31:16.206371,motovente,motovente-1870526,http://motovente.com/moto-occasion/annonce-moto-honda-1870526.html,AFRICA-TWIN,non,07-01-2016
Beige,Routière,2007,BMW,,1200,,,85017,K 1200,5990,1858694,2021-06-22 11:31:16.313094,motovente,motovente-1858694,http://motovente.com/moto-occasion/annonce-moto-bmw-1858694.html,K 1200 GT,non,28-06-2007
Noir,Routière,2013,Yamaha,,1300,,,21000,FJR 1300A,13000,1833668,2021-06-22 11:31:16.419725,motovente,motovente-1833668,http://motovente.com/moto-occasion/annonce-moto-yamaha-1833668.html,FJR 1300A,non,01-03-2013
Noir,Routière,2018,Yamaha,,847,Oui,,30000,MT-09 TRACER,9200,1872078,2021-06-22 11:31:16.521202,motovente,motovente-1872078,http://motovente.com/moto-occasion/annonce-moto-yamaha-1872078.html,MT-09 TRACER,non,14-09-2018
Noir,Sportive,2021,Kawasaki,,1000,Oui,,480,H2 NINJA,18490,1872428,2021-06-22 11:31:16.625090,motovente,motovente-1872428,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1872428.html,H2 NINJA,non,18-03-2021
Argent,Roadster,2005,Suzuki,,650,,,53091,GSF 650 N BANDIT,1300,1868937,2021-06-22 11:31:16.728928,motovente,motovente-1868937,http://motovente.com/moto-occasion/annonce-moto-suzuki-1868937.html,GSF 650 N BANDIT,non,15-04-2005
Gris,Scooter,2006,Piaggio,,500,,,11473,X9 500 EVO,2990,1852760,2021-06-22 11:31:16.837835,motovente,motovente-1852760,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1852760.html,X9 500 EVO,non,25-07-2006
Bleu,Routière,2005,Honda,,600,,,60120,CBF 600 S,2790,1840420,2021-06-22 11:31:16.976111,motovente,motovente-1840420,http://motovente.com/moto-occasion/annonce-moto-honda-1840420.html,CBF 600 S,non,26-05-2005
Gris,Scooter,2008,Yamaha,,500,,,40318,TMAX 500,5390,1863379,2021-06-22 11:31:17.084054,motovente,motovente-1863379,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1863379.html,TMAX 500,non,23-04-2008
Bleu,Roadster,2019,Yamaha,,850,Oui,,6425,XSR 900,9990,1872969,2021-06-22 11:31:17.187030,motovente,motovente-1872969,http://motovente.com/moto-occasion/annonce-moto-yamaha-1872969.html,XSR 900,non,15-02-2019
Bleu,Scooter,2008,Yamaha,,125,,,40000,X-MAX,1800,1871469,2021-06-22 11:31:17.293518,motovente,motovente-1871469,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1871469.html,X-MAX 125,non,06-10-2008
Noir,Routière,2009,Harley-Davidson,Essence 4t,1600,,,41600,Road King,14300,1873092,2021-06-22 11:31:17.397070,motovente,motovente-1873092,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1873092.html,Classic ABS,,26-12-2008
Noir,Custom,2007,Harley-Davidson,,1584,,,35500,FAT BOY,12990,1873726,2021-06-22 11:31:17.500560,motovente,motovente-1873726,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1873726.html,FAT BOY,non,27-04-2007
Argent,Roadster,2019,Ducati,,821,,,1200,MONSTER 821,5500,1849263,2021-06-22 11:31:17.608117,motovente,motovente-1849263,http://motovente.com/moto-occasion/annonce-moto-ducati-1849263.html,MONSTER 821,non,11-11-2019
Gris,Routière,2021,Yamaha,,689,Oui,,689,TRACER 7,8799,1873525,2021-06-22 11:31:17.715953,motovente,motovente-1873525,http://motovente.com/moto-occasion/annonce-moto-yamaha-1873525.html,TRACER 7,non,17-02-2021
Rouge,Routière,2006,BMW,,800,,,46400,F 800 S,4390,1874232,2021-06-22 11:31:17.828105,motovente,motovente-1874232,http://motovente.com/moto-occasion/annonce-moto-bmw-1874232.html,F 800 S,non,07-11-2006
Bleu,Scooter,2018,Yamaha,,300,,,15988,X-MAX 300 ABS,4490,1867441,2021-06-22 11:31:17.939371,motovente,motovente-1867441,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1867441.html,X-MAX 300 ABS,non,13-07-2018
Jaune,Trail,2018,BMW,,750,Oui,,4744,F 700 GS 798CC,8890,1874461,2021-06-22 11:31:18.056554,motovente,motovente-1874461,http://motovente.com/moto-occasion/annonce-moto-bmw-1874461.html,F 700 GS 798CC,non,11-08-2018
Noir,Roadster,2016,Triumph,,900,,,11600,STREET TWIN 900,7490,1872645,2021-06-22 11:31:18.171015,motovente,motovente-1872645,http://motovente.com/moto-occasion/annonce-moto-triumph-1872645.html,STREET TWIN 900,non,04-03-2016
Rose,Scooter,2018,Kymco,,50,,,17039,AGILITY 50 16+,1299,1872446,2021-06-22 11:31:18.285406,motovente,motovente-1872446,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1872446.html,AGILITY 50 16+,non,04-05-2018
Argent,Routière,2000,BMW,,1200,,,103777,K 1200 LT,4990,1861581,2021-06-22 11:31:18.389783,motovente,motovente-1861581,http://motovente.com/moto-occasion/annonce-moto-bmw-1861581.html,K 1200 LT,non,28-07-2000
Argent,Scooter,2015,Piaggio,,125,,,29010,X-EVO,1400,1867011,2021-06-22 11:31:18.495747,motovente,motovente-1867011,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1867011.html,XEVO 125,non,09-11-2015
Vert,Trail,2011,Kawasaki,,800,,,37596,W 800,6590,1865822,2021-06-22 11:31:18.600914,motovente,motovente-1865822,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1865822.html,W 800,non,08-02-2011
Noir,Scooter,2018,Piaggio,,500,Oui,,23602,MP3 500 LT ABS,5599,1873175,2021-06-22 11:31:18.737626,motovente,motovente-1873175,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1873175.html,MP3 500 LT ABS,non,08-06-2018
Blanc,Roadster,2020,Kawasaki,,650,Oui,,5471,Z 650 SE,6250,1866095,2021-06-22 11:31:18.866121,motovente,motovente-1866095,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1866095.html,Z 650 SE,non,30-06-2020
Blanc,Roadster,2020,KTM,,890,,,1094,890 DUKE R,11190,1871254,2021-06-22 11:31:18.984182,motovente,motovente-1871254,http://motovente.com/moto-occasion/annonce-moto-ktm-1871254.html,890 DUKE R,non,16-03-2021
Gris,Scooter,2018,Piaggio,,500,Oui,,3290,MP3 500LT SPORT,6999,1862624,2021-06-22 11:31:19.103864,motovente,motovente-1862624,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1862624.html,MP3 500LT SPORT,non,02-05-2018
Argent,Enduro,1982,Honda,,250,,,51217,XL 250,990,1871057,2021-06-22 11:31:19.221026,motovente,motovente-1871057,http://motovente.com/moto-occasion/annonce-moto-honda-1871057.html,XL 250,non,01-01-1982
Blanc,Scooter,2014,Piaggio,,300,Oui,,24200,MP3 300 LT,3100,1873864,2021-06-22 11:31:19.335340,motovente,motovente-1873864,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1873864.html,MP3 300 LT,non,19-05-2014
Noir,Custom,2016,Ducati,,1260,Oui,,16600,X-DIAVEL S,15400,1870767,2021-06-22 11:31:19.448748,motovente,motovente-1870767,http://motovente.com/moto-occasion/annonce-moto-ducati-1870767.html,X-DIAVEL S,non,29-11-2016
Noir,Routière,2011,Honda,,1300,,,28550,ST PAN-EUROPEAN,8399,1865330,2021-06-22 11:31:19.568375,motovente,motovente-1865330,http://motovente.com/moto-occasion/annonce-moto-honda-1865330.html,ST PAN-EUROPEAN,non,27-01-2011
Argent,Routière,2005,BMW,,1150,,,44500,R 1150,3500,1873983,2021-06-22 11:31:19.682055,motovente,motovente-1873983,http://motovente.com/moto-occasion/annonce-moto-bmw-1873983.html,R 1150 R,non,25-03-2005
Blanc,Roadster,2018,Suzuki,,1000,,,15446,GSX-S 1000,9990,1872907,2021-06-22 11:31:19.795307,motovente,motovente-1872907,http://motovente.com/moto-occasion/annonce-moto-suzuki-1872907.html,GSX-S 1000,non,12-02-2019
Gris,Routière,2018,Yamaha,,847,Oui,,3500,NIKEN,12990,1824170,2021-06-22 11:31:19.906551,motovente,motovente-1824170,http://motovente.com/moto-occasion/annonce-moto-yamaha-1824170.html,NIKEN,non,17-10-2018
Argent,Roadster,2020,Husqvarna,,373,,,980,401 VITPILEN,5390,1871407,2021-06-22 11:31:20.015694,motovente,motovente-1871407,http://motovente.com/moto-occasion/annonce-moto-husqvarna-1871407.html,401 VITPILEN,non,16-05-2020
Jaune,Trail,2001,Yamaha,,125,,,9232,TW,1990,1872838,2021-06-22 11:31:20.126584,motovente,motovente-1872838,http://motovente.com/moto-occasion/annonce-moto-yamaha-1872838.html,TW 125,non,06-04-2001
Noir,Scooter,2019,Kymco,,400,Oui,,3000,XCITING 400I,5590,1847381,2021-06-22 11:31:20.240464,motovente,motovente-1847381,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1847381.html,XCITING 400I,non,01-02-2019
Argent,Roadster,2006,Suzuki,,1200,,,30250,GSF 1200 N BANDIT,1400,1859489,2021-06-22 11:31:20.350361,motovente,motovente-1859489,http://motovente.com/moto-occasion/annonce-moto-suzuki-1859489.html,GSF 1200 N BANDIT,non,25-08-2006
Argent,Roadster,2017,Ducati,,797,Oui,,1150,MONSTER 797,7490,1870658,2021-06-22 11:31:20.461446,motovente,motovente-1870658,http://motovente.com/moto-occasion/annonce-moto-ducati-1870658.html,MONSTER 797,non,23-05-2017
,Scooter,2013,Honda,,125,,,15900,SH,2099,1868177,2021-06-22 11:31:20.571381,motovente,motovente-1868177,http://motovente.com/scooter-occasion/annonce-scooter-honda-1868177.html,SH 125,non,25-01-2013
Vert,Roadster,2005,Kawasaki,,750,,,36653,Z750,3990,1856734,2021-06-22 11:31:20.686663,motovente,motovente-1856734,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1856734.html,,non,18-09-2005
Orange,Trail,2019,KTM,,790,Oui,,5800,KTM 790 ADVENTURE 2019,10500,1873249,2021-06-22 11:31:20.796678,motovente,motovente-1873249,http://motovente.com/moto-occasion/annonce-moto-ktm-1873249.html,KTM 790 ADVENTURE 2019,non,11-06-2019
Argent,Routière,2020,Yamaha,,850,,,120,MT-09,9499,1831959,2021-06-22 11:31:20.906902,motovente,motovente-1831959,http://motovente.com/moto-occasion/annonce-moto-yamaha-1831959.html,MT-09,non,08-02-2020
Gris Clair Métal,Scooter,2020,Suzuki,,638,Oui,,3600,BURGMAN,9990,1872129,2021-06-22 11:31:21.017344,motovente,motovente-1872129,http://motovente.com/scooter-occasion/annonce-scooter-suzuki-1872129.html,,non,02-07-2020
Bleu,Routière,2017,BMW,,1200,,,48891,R 1200,13990,1856167,2021-06-22 11:31:21.127680,motovente,motovente-1856167,http://motovente.com/moto-occasion/annonce-moto-bmw-1856167.html,R 1200 RT,non,26-01-2017
Noir,Scooter,2019,BMW,,350,Oui,,1500,C 400 GT,6790,1873619,2021-06-22 11:31:21.241704,motovente,motovente-1873619,http://motovente.com/scooter-occasion/annonce-scooter-bmw-1873619.html,C 400 GT,non,30-08-2019
Noir,Roadster,2021,BMW,,900,Oui,,200,f900 r,10990,1871556,2021-06-22 11:31:21.361652,motovente,motovente-1871556,http://motovente.com/moto-occasion/annonce-moto-bmw-1871556.html,f900 r,non,30-04-2021
Noir,Scooter,2017,Yamaha,,530,Oui,,2000,TMAX 530 DX,10790,1823736,2021-06-22 11:31:21.471572,motovente,motovente-1823736,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1823736.html,TMAX 530 DX,non,01-05-2017
Blanc,Custom,2019,Indian,,1800,Oui,,1689,SPRINGFIELD,21950,1859703,2021-06-22 11:31:21.582942,motovente,motovente-1859703,http://motovente.com/moto-occasion/annonce-moto-indian-1859703.html,SPRINGFIELD,non,04-10-2019
Noir,Routière,2020,Yamaha,,1300,Oui,,630,FJR 1300 AE,19690,1873935,2021-06-22 11:31:21.695232,motovente,motovente-1873935,http://motovente.com/moto-occasion/annonce-moto-yamaha-1873935.html,FJR 1300 AE,non,07-10-2020
Jaune,Roadster,2011,BMW,Essence 4t,800,Oui,,6500,F 800,7800,1266572,2021-06-22 11:31:21.803629,motovente,motovente-1266572,http://motovente.com/moto-occasion/annonce-moto-bmw-1266572.html,,15 mois jusqu'a juin 2013,12-06-2011
Argent,Scooter,2006,Piaggio,,125,,,33000,X8,1290,1862775,2021-06-22 11:31:21.917383,motovente,motovente-1862775,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1862775.html,X8 125,non,05-05-2006
Gris,Scooter,2007,Kymco,,250,,,21500,XCITING 250,1690,1848943,2021-06-22 11:31:22.032305,motovente,motovente-1848943,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1848943.html,XCITING 250,non,01-06-2007
