bike_color,bike_type,bike_year,brand,energy,engine_size,first_hand,homologue,mileage,model,price,reference,scraped_date,source,uniqid,url,version,warranty,year_circulation
Bleu,Routière,2020,Yamaha,,689,Oui,,10000,TRACER 7,7499,1879941,2021-09-04 08:25:46.305299,motovente,motovente-1879941,http://motovente.com/moto-occasion/annonce-moto-yamaha-1879941.html,TRACER 7,non,02-09-2020
Bordeaux,Roadster,2017,Honda,,500,,,24024,CB 500 X,5290,1876112,2021-09-04 08:25:46.472035,motovente,motovente-1876112,http://motovente.com/moto-occasion/annonce-moto-honda-1876112.html,CB 500 X,non,05-04-2017
Blanc,Roadster,2021,Yamaha,,700,Oui,,1630,XSR 700,8590,1881002,2021-09-04 08:25:46.640336,motovente,motovente-1881002,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881002.html,XSR 700,non,17-06-2021
Noir,Roadster,2016,KTM,,690,Oui,,18314,690 DUKE R,7390,1881003,2021-09-04 08:25:46.808596,motovente,motovente-1881003,http://motovente.com/moto-occasion/annonce-moto-ktm-1881003.html,690 DUKE R,non,30-03-2016
Orange,Trail,2021,KTM,,390,Oui,,400,390 ADVENTURE,6290,1880314,2021-09-04 08:25:46.977505,motovente,motovente-1880314,http://motovente.com/moto-occasion/annonce-moto-ktm-1880314.html,390 ADVENTURE,non,09-04-2021
Blanc,Routière,2014,Yamaha,,125,Oui,,2235,YBR 125ROADSTER,1990,1880969,2021-09-04 08:25:47.149468,motovente,motovente-1880969,http://motovente.com/moto-occasion/annonce-moto-yamaha-1880969.html,YBR 125ROADSTER,non,06-06-2014
Vert,Scooter,2021,Yamaha,,560,Oui,,8700,TMAX 560 TECH MAX KAMO,11699,1880656,2021-09-04 08:25:47.317987,motovente,motovente-1880656,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1880656.html,TMAX 560 TECH MAX KAMO,non,24-03-2021
Argent,Roadster,2020,Kawasaki,,650,Oui,,4000,Z650 - Z650,5799,1881004,2021-09-04 08:25:47.487121,motovente,motovente-1881004,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881004.html,Z650 - Z650,non,04-06-2020
Argent,Roadster,2006,Suzuki,,1000,,,28602,SV 1000 N,3999,1880934,2021-09-04 08:25:47.653478,motovente,motovente-1880934,http://motovente.com/moto-occasion/annonce-moto-suzuki-1880934.html,SV 1000 N,non,11-05-2006
Noir,Routière,2010,Yamaha,,1300,,,73344,FJR,6590,1880977,2021-09-04 08:25:47.823944,motovente,motovente-1880977,http://motovente.com/moto-occasion/annonce-moto-yamaha-1880977.html,FJR 1300,non,23-10-2010
Noir,Custom,1990,Harley-Davidson,,1340,,,27186,ELECTRA GLIDE 1340,4590,1881020,2021-09-04 08:25:47.992915,motovente,motovente-1881020,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881020.html,ELECTRA GLIDE 1340,non,01-01-1990
Gris,Scooter,2014,MBK,,125,,,7670,TRYPTIK 125,2199,1872855,2021-09-04 08:25:48.164894,motovente,motovente-1872855,http://motovente.com/scooter-occasion/annonce-scooter-mbk-1872855.html,TRYPTIK 125,non,08-10-2014
Noir,Scooter,2014,Piaggio,,300,Oui,,8200,MP3 300LT YOURBAN,4590,1880956,2021-09-04 08:25:48.332056,motovente,motovente-1880956,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1880956.html,MP3 300LT YOURBAN,non,04-09-2014
Noir,Roadster,2013,Kawasaki,,800,Oui,,32700,Z 800,5490,1880929,2021-09-04 08:25:48.499880,motovente,motovente-1880929,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1880929.html,Z 800,non,10-08-2013
Blanc,Super Motard,2020,Husqvarna,,701,Oui,,965,701 SUPERMOTO,9490,1875803,2021-09-05 08:09:06.909248,motovente,motovente-1875803,http://motovente.com/moto-occasion/annonce-moto-husqvarna-1875803.html,701 SUPERMOTO,non,02-10-2020
Blanc,Routière,2013,Honda,,700,,,18300,NC 700 S BRIDE A2,4590,1881045,2021-09-05 08:09:07.084835,motovente,motovente-1881045,http://motovente.com/moto-occasion/annonce-moto-honda-1881045.html,NC 700 S BRIDE A2,non,11-02-2013
Noir,Roadster,2018,Kawasaki,,900,Oui,,11628,Z 900,7200,1881081,2021-09-05 08:09:07.261011,motovente,motovente-1881081,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881081.html,Z 900,non,27-06-2018
Bleu,Trail,2006,Yamaha,,660,,,20948,XT 660R,4200,1881073,2021-09-05 08:09:07.437073,motovente,motovente-1881073,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881073.html,XT 660R,non,07-03-2006
Bleu,Scooter,2021,Kymco,,125,,,170,X.TOWN 125,3599,1881096,2021-09-05 08:09:07.611846,motovente,motovente-1881096,http://motovente.com/scooter-occasion/annonce-scooter-kymco-1881096.html,X.TOWN 125,non,21-07-2021
Jaune,Custom,1987,Yamaha,,1200,,,75000,V-MAX 1679,4490,1877285,2021-09-05 08:09:07.785467,motovente,motovente-1877285,http://motovente.com/moto-occasion/annonce-moto-yamaha-1877285.html,V-MAX 1679,non,15-07-1987
Noir,Roadster,2019,Yamaha,,850,,,4311,MT-09,9500,1881072,2021-09-05 08:09:07.957088,motovente,motovente-1881072,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881072.html,MT-09,non,31-05-2019
Gris,Roadster,2016,Yamaha,,689,,,30500,MT-07,3990,1881080,2021-09-05 08:09:08.130276,motovente,motovente-1881080,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881080.html,MT-07,non,25-03-2016
Noir,Roadster,2015,Suzuki,,650,Oui,,12400,GLADIUS 650,4890,1881185,2021-09-05 08:09:08.306208,motovente,motovente-1881185,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881185.html,GLADIUS 650,non,01-09-2015
Noir,Routière,2018,Honda,,1800,Oui,,22709,GL1800 GOLDWING,27500,1881115,2021-09-05 08:09:08.470954,motovente,motovente-1881115,http://motovente.com/moto-occasion/annonce-moto-honda-1881115.html,GL1800 GOLDWING,non,06-09-2018
Bleu,Scooter,2018,Yamaha,,530,,,8240,TMAX 530 DX,9990,1878217,2021-09-05 08:09:08.634022,motovente,motovente-1878217,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1878217.html,TMAX 530 DX,non,17-05-2018
Bleu,Routière,2006,Honda,,700,,,31395,NT DEAUVILLE 700,3490,1881053,2021-09-05 08:09:08.803955,motovente,motovente-1881053,http://motovente.com/moto-occasion/annonce-moto-honda-1881053.html,NT DEAUVILLE 700,non,02-11-2006
Gris,Scooter,2020,Yamaha,,300,Oui,,350,X-MAX 300 ABS,4490,1881107,2021-09-05 08:09:08.974362,motovente,motovente-1881107,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881107.html,X-MAX 300 ABS,non,24-06-2020
Blanc,Scooter,2018,Yamaha,,300,Oui,,1679,XMAX 300,4790,1881140,2021-09-05 08:09:09.141498,motovente,motovente-1881140,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881140.html,XMAX 300,non,13-02-2018
Noir,Sportive,2014,Suzuki,,1000,,,26200,GSX-R 1000,9990,1881170,2021-09-05 08:09:09.308656,motovente,motovente-1881170,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881170.html,GSX-R 1000,non,06-03-2014
Noir,Roadster,2018,Yamaha,,850,Oui,,2772,MT-09,8990,1881089,2021-09-05 08:09:09.475008,motovente,motovente-1881089,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881089.html,MT-09,non,08-09-2018
Bleu,Sportive,2004,Suzuki,,600,,,42770,GSX-R 600,4600,1881086,2021-09-05 08:09:09.641509,motovente,motovente-1881086,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881086.html,GSX-R 600,non,29-06-2004
Orange,Roadster,2019,KTM,,790,Oui,,4151,790 DUKE L,7990,1881103,2021-09-05 08:09:09.807894,motovente,motovente-1881103,http://motovente.com/moto-occasion/annonce-moto-ktm-1881103.html,790 DUKE L,non,07-09-2019
Noir,Routière,2008,Honda,,1800,Oui,,97500,GL1800 GOLDWING,9490,1881091,2021-09-05 08:09:09.974861,motovente,motovente-1881091,http://motovente.com/moto-occasion/annonce-moto-honda-1881091.html,GL1800 GOLDWING,non,15-07-2008
Rouge,Custom,1998,Yamaha,,125,,,12000,VIRAGO 125,1990,1881079,2021-09-05 08:09:10.142238,motovente,motovente-1881079,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881079.html,VIRAGO 125,non,01-10-1998
Argent,Trail,2016,BMW,,800,,,38200,F 800 GT,6290,1881084,2021-09-05 08:09:10.312295,motovente,motovente-1881084,http://motovente.com/moto-occasion/annonce-moto-bmw-1881084.html,F 800 GT,non,25-05-2016
Noir,Trail,2019,Honda,,750,,,3297,NC 750 X,7490,1881101,2021-09-05 08:09:10.478711,motovente,motovente-1881101,http://motovente.com/moto-occasion/annonce-moto-honda-1881101.html,NC 750 X,non,23-10-2019
Orange,Cross,2018,KTM,,450,,,81,SX-F,4590,1881147,2021-09-05 08:09:10.644025,motovente,motovente-1881147,http://motovente.com/moto-occasion/annonce-moto-ktm-1881147.html,SX-F,non,15-10-2018
Noir,Roadster,2005,Suzuki,,650,,,29000,GSF 650 S BANDIT,3499,1881087,2021-09-05 08:09:10.811122,motovente,motovente-1881087,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881087.html,GSF 650 S BANDIT,non,23-02-2005
Blanc,Roadster,2019,KTM,,390,Oui,,8969,390 DUKE,4900,1881082,2021-09-05 08:09:10.976409,motovente,motovente-1881082,http://motovente.com/moto-occasion/annonce-moto-ktm-1881082.html,390 DUKE,non,28-11-2019
Noir,Roadster,2014,Yamaha,,900,,,48980,MT 09,5290,1881050,2021-09-05 08:09:11.141551,motovente,motovente-1881050,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881050.html,MT 09,non,30-06-2014
Gris,Scooter,2021,Yamaha,,125,Oui,,1218,NMAX 125,2990,1881099,2021-09-05 08:09:11.314470,motovente,motovente-1881099,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881099.html,NMAX 125,non,11-06-2021
Argent,Roadster,2003,Yamaha,,600,,,21840,XJ 600 DIVERSION,1990,1881164,2021-09-05 08:09:11.485551,motovente,motovente-1881164,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881164.html,XJ 600 DIVERSION,non,21-08-2003
Noir,Roadster,2020,Kawasaki,,1000,,,13450,ZH2,13990,1881146,2021-09-05 08:09:11.656503,motovente,motovente-1881146,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881146.html,ZH2,non,26-05-2020
Noir,Scooter,2020,Yamaha,,560,Oui,,8900,TMAX 560 TECH MAX,11990,1881108,2021-09-05 08:09:11.821429,motovente,motovente-1881108,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881108.html,TMAX 560 TECH MAX,non,28-08-2020
Noir,Scooter,2019,Peugeot,,125,,,6000,CITYSTAR 125,1750,1876497,2021-09-05 08:09:11.992382,motovente,motovente-1876497,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1876497.html,CITYSTAR 125,non,04-04-2019
Gris,Routière,2019,Yamaha,,850,,,8681,TRACER 900 GT,11490,1881126,2021-09-05 08:09:12.187961,motovente,motovente-1881126,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881126.html,TRACER 900 GT,non,11-10-2019
Noir,Routière,2011,Honda,,700,,,16836,DN-01 700,6300,1881113,2021-09-05 08:09:12.354889,motovente,motovente-1881113,http://motovente.com/moto-occasion/annonce-moto-honda-1881113.html,DN-01 700,non,07-06-2011
Noir,Custom,2001,Honda,,1800,,,39914,VTX 1800,5500,1881125,2021-09-05 08:09:12.521614,motovente,motovente-1881125,http://motovente.com/moto-occasion/annonce-moto-honda-1881125.html,VTX 1800,non,14-09-2001
Noir,Scooter,2017,Yamaha,,530,,,31500,TMAX 530 DX,7490,1881129,2021-09-05 08:09:12.686046,motovente,motovente-1881129,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881129.html,TMAX 530 DX,non,28-09-2017
,Scooter,2018,Peugeot,,400,Oui,,10000,METROPOLIS 400,6690,1878020,2021-09-05 08:09:12.851795,motovente,motovente-1878020,http://motovente.com/scooter-occasion/annonce-scooter-peugeot-1878020.html,METROPOLIS 400,non,01-08-2018
Gris,Roadster,2018,Yamaha,,850,,,24000,MT-09 SP,9190,1881160,2021-09-05 08:09:13.024618,motovente,motovente-1881160,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881160.html,MT-09 SP,non,14-08-2018
Blanc,Roadster,2003,Ducati,,620,,,30000,620 MONSTER-IE,3250,1881123,2021-09-05 08:09:13.194278,motovente,motovente-1881123,http://motovente.com/moto-occasion/annonce-moto-ducati-1881123.html,620 MONSTER-IE,non,17-02-2003
Vert,Roadster,2012,Kawasaki,,750,,,26100,Z750,4500,1881144,2021-09-05 08:09:13.358269,motovente,motovente-1881144,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881144.html,Z 750 R,non,05-11-2012
Noir,Routière,2020,Yamaha,,850,Oui,,8500,TRACER 900 GT,11199,1881186,2021-09-05 08:09:13.521522,motovente,motovente-1881186,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881186.html,TRACER 900 GT,non,09-06-2020
Orange,Routière,2020,KTM,,1090,,,2888,1090 ADVENTURE L,10800,1881070,2021-09-05 08:09:13.689020,motovente,motovente-1881070,http://motovente.com/moto-occasion/annonce-moto-ktm-1881070.html,1090 ADVENTURE L,non,02-06-2020
Argent,Roadster,2013,Yamaha,,850,,,50560,MT-09,4900,1881064,2021-09-05 08:09:13.854451,motovente,motovente-1881064,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881064.html,MT-09,non,06-11-2013
Noir,Roadster,2011,Yamaha,,600,,,16691,XJ6-N,3500,1881065,2021-09-05 08:09:14.021722,motovente,motovente-1881065,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881065.html,XJ6-N,non,10-06-2011
Blanc,Super Motard,2018,Gilera,,50,Oui,,21481,SMT,1990,1881059,2021-09-05 08:09:14.187827,motovente,motovente-1881059,http://motovente.com/moto-occasion/annonce-moto-gilera-1881059.html,,non,06-09-2018
Gris,Roadster,2017,Yamaha,,125,Oui,,4325,MT 125,4200,1881124,2021-09-05 08:09:14.355833,motovente,motovente-1881124,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881124.html,MT 125,non,20-09-2017
Gris,Routière,2019,BMW,,1600,,,12600,K 1600 GT,20490,1875850,2021-09-05 08:09:14.524056,motovente,motovente-1875850,http://motovente.com/moto-occasion/annonce-moto-bmw-1875850.html,K 1600 GT,non,29-08-2019
Rouge,Scooter,2017,Honda,,750,Oui,,26159,X-ADV 750,8490,1881110,2021-09-05 08:09:14.690914,motovente,motovente-1881110,http://motovente.com/scooter-occasion/annonce-scooter-honda-1881110.html,X-ADV 750,non,26-07-2017
Gris,Scooter,2019,Yamaha,,530,,,9963,TMAX 530 DX,9490,1881163,2021-09-05 08:09:14.856810,motovente,motovente-1881163,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881163.html,TMAX 530 DX,non,21-02-2019
Noir,Sportive,2017,Kawasaki,,649,,,19473,NINJA 650,6400,1881062,2021-09-05 08:09:15.025270,motovente,motovente-1881062,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881062.html,NINJA 650,non,08-03-2017
Orange,Super Motard,2012,Suzuki,Essence 4t,650,Oui,,5800,V-STROM,5500,1881043,2021-09-05 08:09:15.196280,motovente,motovente-1881043,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881043.html,,,01-04-2012
Beige,Scooter,2004,Piaggio,,125,,,29852,X8,780,1881116,2021-09-05 08:09:15.364760,motovente,motovente-1881116,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881116.html,X8 125,non,06-12-2004
Bleu,Scooter,2021,Yamaha,,125,Oui,,500,NMAX 125,2900,1881154,2021-09-05 08:09:15.532822,motovente,motovente-1881154,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1881154.html,NMAX 125,non,04-03-2021
Gris,Roadster,2018,Yamaha,,850,Oui,,6905,MT-09,8990,1881152,2021-09-05 08:09:15.701200,motovente,motovente-1881152,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881152.html,MT-09,non,22-09-2018
Noir,Roadster,2021,Kawasaki,,650,Oui,,3550,Z650 ABS,6400,1881109,2021-09-05 08:09:15.869097,motovente,motovente-1881109,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881109.html,Z650 ABS,non,06-02-2020
Noir,Roadster,2021,Yamaha,,695,,,695,MT-07 (47.5CV),7490,1881156,2021-09-05 08:09:16.039337,motovente,motovente-1881156,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881156.html,MT-07 (47.5CV),non,12-05-2021
Noir,Roadster,2020,Honda,,500,,,8400,CB,5390,1881092,2021-09-05 08:09:16.206358,motovente,motovente-1881092,http://motovente.com/moto-occasion/annonce-moto-honda-1881092.html,CB 500,non,05-07-2020
Gris,Routière,2011,Honda,,1200,Oui,,40000,VFR,4250,1881100,2021-09-05 08:09:16.372374,motovente,motovente-1881100,http://motovente.com/moto-occasion/annonce-moto-honda-1881100.html,VFR 1200,non,14-01-2011
Vert,Roadster,2020,Kawasaki,,1000,Oui,,7111,Z 1000 H2,14490,1881093,2021-09-05 08:09:16.539627,motovente,motovente-1881093,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881093.html,Z 1000 H2,non,07-07-2020
Bleu,Trail,2018,Yamaha,,1200,Oui,,18934,XTZ 1200 E SUPER TENERE RAID EDI,11992,1881131,2021-09-05 08:09:16.705248,motovente,motovente-1881131,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881131.html,XTZ 1200 E SUPER TENERE RAID EDI,non,29-08-2018
Bleu,Roadster,2002,Suzuki,,1400,,,44870,GSX 1400,3990,1881118,2021-09-05 08:09:16.872958,motovente,motovente-1881118,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881118.html,GSX 1400,non,05-07-2002
Noir,Routière,2020,Kawasaki,,900,Oui,,5599,Z 900,8590,1881061,2021-09-05 08:09:17.043447,motovente,motovente-1881061,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881061.html,Z 900,non,10-04-2020
Bordeaux,Roadster,2015,Yamaha,,700,Oui,,7700,700 MT 07 ABS bridable A2,5590,1881167,2021-09-05 08:09:17.210176,motovente,motovente-1881167,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881167.html,700 MT 07 ABS bridable A2,non,26-05-2015
Bleu,Roadster,2016,Yamaha,,900,,,15520,XSR 900,7890,1881047,2021-09-05 08:09:17.374732,motovente,motovente-1881047,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881047.html,XSR 900,non,03-09-2016
Noir,Super Motard,2019,Aprilia,,900,Oui,,2000,DORSODURO 900 ABS,7990,1881127,2021-09-05 08:09:17.544064,motovente,motovente-1881127,http://motovente.com/moto-occasion/annonce-moto-aprilia-1881127.html,DORSODURO 900 ABS,non,24-07-2019
Bleu,Scooter,2011,Piaggio,,125,,,16790,FLY,900,1881150,2021-09-05 08:09:17.716108,motovente,motovente-1881150,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881150.html,FLY 125,non,27-07-2011
Orange,Cross,2021,KTM,,250,Oui,,75,250 SX-F 2021,6990,1881088,2021-09-05 08:09:17.888596,motovente,motovente-1881088,http://motovente.com/moto-occasion/annonce-moto-ktm-1881088.html,250 SX-F 2021,non,10-09-2020
Bleu,Routière,2010,Yamaha,,600,,,12360,XJ6-S,3590,1881122,2021-09-05 08:09:18.063512,motovente,motovente-1881122,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881122.html,XJ6-S,non,18-02-2010
Vert,Routière,2019,Kawasaki,,650,,,4900,KAWASAKI 650 ZZR 2019,5900,1881180,2021-09-05 08:09:18.232892,motovente,motovente-1881180,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881180.html,KAWASAKI 650 ZZR 2019,non,27-02-2019
Blanc,Routière,2016,Honda,,700,Oui,,45263,NT DEAUVILLE 700,4500,1881055,2021-09-05 08:09:18.404610,motovente,motovente-1881055,http://motovente.com/moto-occasion/annonce-moto-honda-1881055.html,NT DEAUVILLE 700,non,28-06-2016
Blanc,Scooter,2018,Yamaha,,125,Oui,,29000,TRICITY 125,2499,1879150,2021-09-05 08:09:18.573547,motovente,motovente-1879150,http://motovente.com/scooter-occasion/annonce-scooter-yamaha-1879150.html,TRICITY 125,non,13-04-2018
Noir,Routière,2019,Indian,,1200,,,5050,INDIAN 1200 FRT,12900,1881179,2021-09-05 08:09:18.741271,motovente,motovente-1881179,http://motovente.com/moto-occasion/annonce-moto-indian-1881179.html,INDIAN 1200 FRT,non,02-07-2019
Noir,Scooter,2013,SYM,,400,,,31800,MAXSYM 400,2699,1881149,2021-09-05 08:09:18.908114,motovente,motovente-1881149,http://motovente.com/scooter-occasion/annonce-scooter-sym-1881149.html,MAXSYM 400,non,19-11-2013
Noir,Routière,2015,Kawasaki,Essence 4t,1400,Oui,,28000,GTR,10500,1881042,2021-09-05 08:09:19.078643,motovente,motovente-1881042,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881042.html,1400 ABS,,27-10-2015
Argent,Roadster,2019,Yamaha,,695,Oui,,8000,MT-07 (47.5CV),6990,1881153,2021-09-05 08:09:19.248840,motovente,motovente-1881153,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881153.html,MT-07 (47.5CV),non,11-09-2019
Noir,Routière,2020,Yamaha,,847,Oui,,7415,MT-09 TRACER,11500,1881114,2021-09-05 08:09:19.417330,motovente,motovente-1881114,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881114.html,MT-09 TRACER,non,03-09-2020
Bordeaux,Routière,2008,Yamaha,,1300,,,64731,FJR,7490,1881054,2021-09-05 08:09:19.586140,motovente,motovente-1881054,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881054.html,FJR 1300 ABS,non,10-06-2008
Gris,Roadster,1999,Kawasaki,,650,Oui,,53520,W650,4690,1881048,2021-09-05 08:09:19.752125,motovente,motovente-1881048,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881048.html,W650,non,22-07-1999
Orange,Enduro,2022,KTM,,300,Oui,,350,EXC (ENDURO),9490,1880027,2021-09-05 08:09:19.921344,motovente,motovente-1880027,http://motovente.com/moto-occasion/annonce-moto-ktm-1880027.html,EXC (ENDURO),non,17-07-2021
Noir,Routière,2015,Harley-Davidson,,1690,Oui,,20500,ULTRA LIMITED,20900,1881074,2021-09-05 08:09:20.089778,motovente,motovente-1881074,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881074.html,ULTRA LIMITED,non,05-04-2015
Marron,Routière,2013,Yamaha,,1300,,,29962,FJR 1300 AS,10000,1881068,2021-09-05 08:09:20.254983,motovente,motovente-1881068,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881068.html,FJR 1300 AS,non,25-10-2013
Bleu,Routière,1997,Triumph,,900,,,82400,TROPHY,2500,1881175,2021-09-05 08:09:20.421212,motovente,motovente-1881175,http://motovente.com/moto-occasion/annonce-moto-triumph-1881175.html,,non,09-05-1997
Noir,Roadster,2015,Kawasaki,,800,,,31609,Z 800 E (47CV),4690,1871049,2021-09-05 08:09:20.591617,motovente,motovente-1871049,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1871049.html,Z 800 E (47CV),non,29-04-2015
Noir,Roadster,2020,Kawasaki,,1000,Oui,,7519,Z1000,11590,1881060,2021-09-05 08:09:20.795559,motovente,motovente-1881060,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881060.html,Z 1000,non,11-07-2020
Gris,Roadster,2019,Indian,,0,Oui,,810,FTR 1200,18690,1881044,2021-09-05 08:09:20.961773,motovente,motovente-1881044,http://motovente.com/moto-occasion/annonce-moto-indian-1881044.html,FTR 1200,non,22-10-2019
Noir,Scooter,2021,Honda,,125,,,1200,NSS FORZA 125,4390,1881090,2021-09-05 08:09:21.128467,motovente,motovente-1881090,http://motovente.com/scooter-occasion/annonce-scooter-honda-1881090.html,NSS FORZA 125,non,05-01-2021
Gris,Routière,2019,Kawasaki,,900,,,16909,Z 900,7700,1881071,2021-09-05 08:09:21.294907,motovente,motovente-1881071,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881071.html,Z 900,non,22-06-2019
Blanc,Routière,2015,BMW,,1600,,,43000,K 1600 GT,12900,1881106,2021-09-05 08:09:21.461769,motovente,motovente-1881106,http://motovente.com/moto-occasion/annonce-moto-bmw-1881106.html,K 1600 GT,non,07-04-2015
Rouge,Roadster,2005,Suzuki,,650,,,24620,GSF 650 N BANDIT,3999,1881085,2021-09-05 08:09:21.631301,motovente,motovente-1881085,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881085.html,GSF 650 N BANDIT,non,27-07-2005
Noir,Routière,2019,Harley-Davidson,,1868,Oui,,3115,ROAD GLIDE ULTRA LIMITED,25900,1881075,2021-09-05 08:09:21.799676,motovente,motovente-1881075,http://motovente.com/moto-occasion/annonce-moto-harley_davidson-1881075.html,ROAD GLIDE ULTRA LIMITED,non,01-02-2019
Blanc,Enduro,2020,KTM,,250,Oui,,3030,KTM 250 EXC F 2020 6 DAYS,7900,1875814,2021-09-05 08:09:21.972721,motovente,motovente-1875814,http://motovente.com/moto-occasion/annonce-moto-ktm-1875814.html,KTM 250 EXC F 2020 6 DAYS,non,01-01-2020
Argent,Roadster,2008,Suzuki,,600,,,25000,GSR,6890,1881161,2021-09-05 08:09:22.143274,motovente,motovente-1881161,http://motovente.com/moto-occasion/annonce-moto-suzuki-1881161.html,GSR 600,non,12-02-2008
Jaune,Roadster,2018,Ducati,,800,,,5700,SCRAMBLER,8690,1881105,2021-09-05 08:09:22.311883,motovente,motovente-1881105,http://motovente.com/moto-occasion/annonce-moto-ducati-1881105.html,SCRAMBLER,non,30-11-2018
Blanc,Trail,2016,Triumph,,800,,,22500,TIGER 800 ABS,9190,1881139,2021-09-05 08:09:22.479446,motovente,motovente-1881139,http://motovente.com/moto-occasion/annonce-moto-triumph-1881139.html,TIGER 800 ABS,non,28-09-2016
Bleu,Routière,1997,Yamaha,,600,,,27400,XJ 600 DIVERSION,1900,1881171,2021-09-05 08:09:22.647059,motovente,motovente-1881171,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881171.html,XJ 600 DIVERSION,non,14-01-1997
Bleu,Scooter,2019,Piaggio,,500,,,13960,MP3 500 HPE SPORT ABS/ASR,7990,1881104,2021-09-05 08:09:22.817154,motovente,motovente-1881104,http://motovente.com/scooter-occasion/annonce-scooter-piaggio-1881104.html,MP3 500 HPE SPORT ABS/ASR,non,20-06-2019
Noir,Roadster,2020,Yamaha,,1000,Oui,,1900,MT-10,13590,1881157,2021-09-05 08:09:22.988550,motovente,motovente-1881157,http://motovente.com/moto-occasion/annonce-moto-yamaha-1881157.html,MT-10,non,11-06-2020
Gris,Routière,2009,Kawasaki,,1400,,,37698,GTR,7400,1881066,2021-09-05 08:09:23.159957,motovente,motovente-1881066,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1881066.html,GTR 1400,non,04-08-2009
Noir,Trail,2017,Honda,,1000,,,16507,AFRICA TWIN CRF1000L STD,9590,1876702,2021-09-05 08:09:23.326424,motovente,motovente-1876702,http://motovente.com/moto-occasion/annonce-moto-honda-1876702.html,AFRICA TWIN CRF1000L STD,non,08-03-2017
Noir,Routière,2019,Kawasaki,,900,Oui,,12000,Z 900,6690,1880521,2021-09-05 08:09:23.493347,motovente,motovente-1880521,http://motovente.com/moto-occasion/annonce-moto-kawasaki-1880521.html,Z 900,non,21-09-2019
